index,company,job,company_intro,work,job_require,preference,url,job_require2
DS211,밀버스,데이터분석 및 시각화 담당자 (Tableau engineer),DataDriven Marketing Planning치열한 마케팅 환경에서 데이터는 중요한 무기 중 하나입니다 밀버스는 데이터를 기반으로 귀사가 탄탄한 전략을 갖추고 유의미한 마케팅 성과를 낼 수 있도록 도와 드리겠습니다 Marketing Process Design마케팅 디자인이란 시각적 디자인만을 의미하는 것이 아닙니다 소비자의 니즈와 행동을 더욱 잘 이해하고 원활한 커뮤니케이션을 할 수 있도록 프로세스를 개발하는 것을 의미합니다 결국 소비자가 귀사에게 더욱 가치 있는 고객이 될 수 있도록 돕는 모든 마케팅 업무를 포괄합니다데이터 분석을 통해 얻은 인사이트를 제대로 활용하기 위해서는 맞춤형 마케팅 프로세스가 필요합니다 밀버스는 타겟별로 목적에 맞는 마케팅 프로세스를 설계함과 동시에 캠페인 기획 컨텐츠 디자인 등 e커머스 서비스까지도 제공함으로써 마케팅 업무 전반을 관리해드립니다 Data Visualization밀버스는 사람들이 많은 양의 데이터를 쉽게 이해하고 한 번에 볼 수 있는 대시보드를 지원합니다조직이나 팀에 강력한 시각적 분석 기능을 제공하면 대화형 데이터 시각화와 대시보드를 통한 끝없는 탐색이 가능하게 되어 실행에 옮길 수 있는 인사이트를 발견하게 되며 데이터가 경쟁력이 됩니다 밀버스와 함께 비즈니스를 변화시키는 데이터 분석과 시각적 스토리텔링을 시작해 보세요 MILVUS는 최상의 CRM 서비스를 제공합니다MILVUS는 항상 성과 및 혁신을 지향하는 통합 마케팅 서비스를 제공합니다 기획부터 실행까지 Onestop 서비스로제공되는 MILVUS의 통합 마케팅 서비스를 경험해보세요MILVUS People Learning 최신 트렌드와 기술에 대한 학습을 통해 자기 발전을 하는 사람 새로운 것에 대해 두려움 없이 받아들일 수 있는 사람 다양한 경험을 즐기고 본인의 것으로 소화하는 사람 Positive amp Interactive 회사 내외부 다양한 관계를 소중히 여기는 사람 긍정적이고 적극적인 사람 Creative amp convergence 자신의 경험과 회사의 Knowhow를 통해 새로운 것을 발견하는 사람 불가능함의 이유 보다 가능한 해결방안을 찾는 사람,직무역할 태블로Tableau 등 시각화 솔루션을 기반으로 고객사 데이터포털 구축 프로젝트 진행 시 시각화 컨텐츠 개발 데이터원본 구성 및 배치 스케쥴 계획 및 설정 시각화 제안 및 기획 등의 역할을 담당하게 됩니다 담당업무 BI태블로를 활용한 시각화 컨텐츠 제안기획 시각화 컨텐츠 개발BI태블로 활용 BI 툴 및 SQL쿼리를 활용한 데이터 원본 구성 데이터 원본 배치 계획 수립 및 BI세팅 외 근무조건 정규직수습 3개월 근무지 강남구 근무시간 주 5일 시차출근제8시 9시 10시 선택 출근 급여 회사내규경력에 따라 협의 가능,경력 최소 2년 이상 Tableau 활용 경험자경력 MS office 능숙한 활용이 가능한 자 데이터 활용에 대한 관심이 높은자 SQL쿼리 작성 능력 보유 및 BITableau 개발 가능자,관련 전공자통계 마케팅 등 BI 솔루션 활용 또는 프로젝트 경험자타블로 경험자 우대 SQL 쿼리 작성 능력보유 Tableau ADsP 또는 DAsP 자격증 보유자,https://www.wanted.co.kr/wd/95868,경력 최소 2년 이상 Tableau 활용 경험자경력 MS office 능숙한 활용이 가능한 자 데이터 활용에 대한 관심이 높은자 SQL쿼리 작성 능력 보유 및 BITableau 개발 가능자
DS212,애터미(Atomy),DBA,애터미의 빠른 성장과 발전에는 애터미의 함께 함이 있었기 때문입니다 애터미에서 일을 잘하는 사람은 일을 없애는 사람입니다소모적인 일 없앰으로 창의적인 일에 함께 더 몰입을 하는 자는 것입니다 애터미의 회계 담당자는 국내외 모든 애터미인들과 함께할 일의 요소가 많은 곳입니다그만큼 일을 없앨수 있는 요소가 늘 생겨나고 없어지고 하는 곳이기도 합니다,오라클 Exadata AWS RDS OCI 운영 모델링 및 Query 튜닝 성능 최적화 DBMS 데이터 분석 관리 및 표준화 개발 프로젝트 업무 지원 Data Migration 및 백업 복구 관리 DBMS 운영 관리,경력 510년 관련 분야 경험Oracle MySQL Oracle MySQL DB 서비스 운영 경험 백업 모니터링 및 트러블 슈팅 경험 SQL 튜닝 및 개발 가이드 경험,DB 관련 자격증정보처리기사 등 보유 이기종 간 Migration 경험 운용 스크립트Shell Perl Python 등 작성 경험,https://www.wanted.co.kr/wd/94644,경력 510년 관련 분야 경험Oracle MySQL Oracle MySQL DB 서비스 운영 경험 백업 모니터링 및 트러블 슈팅 경험 SQL 튜닝 및 개발 가이드 경험
DS213,모아데이타,AI Software Engineer | AI Lab. AI 연구개발팀,모아데이타는 국내 최초 인공지능AI기술을 활용한 AIOps 제품을 출시한 국가대표 대표 인공지능 기업입니다 AI 기술의 태동기인 2015년에 국내최초 AIOps 제품 AI기반 ICT시스템 인프라 이상 탐지 및 예측 솔루션 페타온 포캐스터를 출시하면서 시장을 선도하고 있으며 AI기반 핵심기술을 적용한 신체 이상여부를 탐지하는 헬스케어 서비스 등의 신규사업을 통해 사업영역을 확대해 가는 등 꾸준한 성장을 이어가고 있습니다 2022년 3월 코스닥시장에 신규 상장하였으며 국내 시장을 뛰어넘어 글로벌 인공지능 전문 기업으로써 도약해 나갈 것 입니다 꿈꾸는 이상을 현실로 함께 성장하고 싶은 창의적인 열정으로 가득한 여러분을 기다립니다,모델 환경 구성 및 관리 배포 각종 알고리즘에 대한 모델 구현 및 학습 모델 학습을 위한 데이터 수집 및 처리 Docker 등을 활용하여 배포 가능한 ML 모델의 쉬운 버전을 개발 ML 모델을 서비스하기 위한 엔드 포인트 API 개발 필요에 따라 AI 솔루션을 제공,학력 컴퓨터 공학 통계학 학사 이상 석사 우대 신입경력 신입경력무관 나이성별 무관 linux 및 docker 환경 개발 가능자 빅데이터 분석 데이터 엔지니어 소프트웨어 개발 경험자 Python 능숙자 Tensorflow Pytorch 등 AI 프레임워크 능숙자 Docker 등 가상 환경 능숙자 Hadoop Elasticsearch 등 빅데이터 에코시스템 능숙자 각종 도구R Python 분석 패키지 등 및 데이터베이스 능숙자 수학 통계 및 알고리즘에 대한 지식 원활한 의사소통 및 프레젠테이션 기술,관련 전공 석사 이상 neural network 관련 논문 보유자 각종 대회 입상자,https://www.wanted.co.kr/wd/114864,학력 컴퓨터 공학 통계학 학사 이상 석사 우대 신입경력 신입경력무관 나이성별 무관 linux 및 docker 환경 개발 가능자 빅데이터 분석 데이터 엔지니어 소프트웨어 개발 경험자 Python 능숙자 Tensorflow Pytorch 등 AI 프레임워크 능숙자 Docker 등 가상 환경 능숙자 Hadoop Elasticsearch 등 빅데이터 에코시스템 능숙자 각종 도구R Python 분석 패키지 등 및 데이터베이스 능숙자 수학 통계 및 알고리즘에 대한 지식 원활한 의사소통 및 프레젠테이션 기술
DS214,모아데이타,Product Manager | AI Lab. 빅데이터플랫폼개발팀,모아데이타는 국내 최초 인공지능AI기술을 활용한 AIOps 제품을 출시한 국가대표 대표 인공지능 기업입니다 AI 기술의 태동기인 2015년에 국내최초 AIOps 제품 AI기반 ICT시스템 인프라 이상 탐지 및 예측 솔루션 페타온 포캐스터를 출시하면서 시장을 선도하고 있으며 AI기반 핵심기술을 적용한 신체 이상여부를 탐지하는 헬스케어 서비스 등의 신규사업을 통해 사업영역을 확대해 가는 등 꾸준한 성장을 이어가고 있습니다 2022년 3월 코스닥시장에 신규 상장하였으며 국내 시장을 뛰어넘어 글로벌 인공지능 전문 기업으로써 도약해 나갈 것 입니다 꿈꾸는 이상을 현실로 함께 성장하고 싶은 창의적인 열정으로 가득한 여러분을 기다립니다,제품 백로그backlog 관리 제품 기능에 대한 User Story 설계 UX 디자인 설계 관리 데이터 기반 제품 설계 관리 각종 팀과의 협업을 통한 스프린트 계획 작성 스프린트 결과 리뷰 및 피드백 작성 제품 기능 테스트 Product Analyst,학력 컴퓨터 공학 학사 이상 석사 우대 나이성별 무관 IT 분야 서비스기획PMPO 경력 3년 이상 IT서비스 운영 경험 소프트웨어 개발 및 프로젝트 관리에 대한 광범위한 경험 다양한 프로그래밍 도구 및 개발 플랫폼에 대한 확실한 이해 뛰어난 조직력 및 리더십 UML에 대한 이해 및 분석적인 사고 담당 서비스를 주도적인 노력으로 크게 성장시켜본 경험,관련 전공자 각종 대회 입상자,https://www.wanted.co.kr/wd/114868,학력 컴퓨터 공학 학사 이상 석사 우대 나이성별 무관 IT 분야 서비스기획PMPO 경력 3년 이상 IT서비스 운영 경험 소프트웨어 개발 및 프로젝트 관리에 대한 광범위한 경험 다양한 프로그래밍 도구 및 개발 플랫폼에 대한 확실한 이해 뛰어난 조직력 및 리더십 UML에 대한 이해 및 분석적인 사고 담당 서비스를 주도적인 노력으로 크게 성장시켜본 경험
DS215,파이퍼블릭,데이터 엔지니어 (Data Engineer),대형빌딩으로 차곡차곡 돈 벌기 랜드마크 건물주가 되는 부동산 투자 파이퍼블릭은 초우량 상업용 부동산 투자에 빅데이터 기술이 더해진 신개념 eREITs 플랫폼인 리얼바이를 만들어갑니다 연기금 등 대형 투자 기관만이 누리던 초우량 실물 자산의 투자 기회 리얼바이를 통해 누구나 쉽게 공동 투자자로서 지분을 소유할 수 있습니다 대규모 투자금 모집 문제를 해소하고 빅데이터 기반의 온라인 플랫폼으로 정보의 투명성과 구조의 효율화를 추구합니다 쉽고 간편한 랜드마크 투자 부동산 금융 시장의 혁신을 위한 도전을 시작합니다리얼바이는 랜드마크를 소유하는 부동산 투자 서비스입니다우리가 일상에서 쉽게 볼 수 있는 오피스물류센터호텔 쇼핑물 등의 대형 부동산에 누구나 투자할 수 있는 기회를 제공하는 서비스에요 다수의 기관으로부터 뜨거운 관심을 받고 있는 파이퍼블릭은 빅데이터 기술을 보유한 핀테크프롭테크 스타트업으로 현재는 앱과 웹 디바이스 환경의 프로덕트 구축을 마치고 곧 시장에 공개될 예정입니다경험하지 못했던 안전한 수익형 초우량 부동산 투자 새로운 자산 증식 플랫폼을 만드는 여정에 함께 하세요합류 여정 경력이 잘 드러날 수 있는 이력서 또는 경력기술서를 제출해주세요 직군에 따라 과제 전형이 진행될 수 있음을 참고해주세요서류 지원 직무 인터뷰 문화적합성 인터뷰 처우 협의 최종 합격,팁스 기술개발 과제 수행 데이터 파이프라인 구축 및 운영 데이터 분석 및 인사이트 도출 머신러닝딥러닝 모델 개발,데이터 인프라 설계 구축 운영 경험 대용량 분산 시스템 활용 경험 Java Python Scala 중 하나 이상의 언어에 능숙하신 분 클라우드 환경에서의 개발 및 운영 경험이 있으신 분,수학 통계 인공지능 관련 학위를 소지하신 분 Tableau와 같은 데이터 시각화 툴 사용 경험이 있으신 분 금융 부동산 데이터에 대한 이해가 있으신 분,https://www.wanted.co.kr/wd/123953,데이터 인프라 설계 구축 운영 경험 대용량 분산 시스템 활용 경험 Java Python Scala 중 하나 이상의 언어에 능숙하신 분 클라우드 환경에서의 개발 및 운영 경험이 있으신 분
DS216,바닐라스튜디오,Data Engineer,한화그룹 신설 핀테크 계열사인 바닐라스튜디오와 함께할 Data Engineer를 찾고 있어요 저희 바닐라스튜디오는 22년 4월 베트남 시장에 멤버십월렛 서비스를 출시하였으며 오픈 한 달 만에 베트남에서 Lifestyle 부문 iOS app store 1위 Google play store 2위를 차지하였습니다 최고의 동료들과 함께 일하면서 회사도 서비스도 나도 같이 성장하고 싶으신 분 바로 바닐라입니다지금 바로 지원해주세요,안정적이고 효율적인 데이터 분석 환경을 위한 방법 개발운영 데이터 레이크웨어하우스마트 개발운영 데이터 파이프라인을 개발운영 데이터 시각화 대시보드 구성운영 데이터 플랫폼과 데이터 분석 솔루션 도입운영 비즈니스 요구사항에 따른 데이터 통계 도출분석 수집해야하는 데이터를 정의하고 그에 맞는 데이터 거버넌스 체계 수립 데이터 기반 비즈니스 서비스 개발운영,다양한 이해 관계자와 열린 마음으로 합리적이고 원활한 커뮤니케이션을 할 수 있으신 분 다양한 상황에서 적절한 솔루션을 찾을 수 있는 문제 해결 능력을 가지신 분 대용량 데이터 처리를 위한 데이터 파이프라인 개발수집처리분석 경험이 있으신 분 빅데이터 플랫폼Hadoop Hive Spark Druid 등 활용 경험이 있으신 분 데이터 애플리케이션 개발을 위한 소프트웨어 개발 역량Java Python 등을 갖추신 분 데이터 모델링에 대한 이해가 있고 SQL 작성에 익숙하신 분 데이터 엔지니어링 경력이 3년 이상이거나 이에 준하는 실력을 가지신 분,데이터에 관심을 가지고 데이터 엔지니어링을 통해 비즈니스 문제를 해결해 보신 분 클라우드 환경AWS 등에서 데이터 엔지니어링 경험이 있으신 분 데이터 웨어하우스BigQuery Redshift 등 또는 RDBMSPostgreSQL MySQL 등의 운영 및 최적화 경험이 있으신 분 데이터 시각화 툴QuickSight Redash 등의 사용 경험이 있으신 분 Bankend server 개발 경험이 있으신 분 핀테크 서비스 업무 경력이 있거나 이해가 있으신 분 개인화추천ML 관련 서비스 경험이 있으신 분,https://www.wanted.co.kr/wd/120576,다양한 이해 관계자와 열린 마음으로 합리적이고 원활한 커뮤니케이션을 할 수 있으신 분 다양한 상황에서 적절한 솔루션을 찾을 수 있는 문제 해결 능력을 가지신 분 대용량 데이터 처리를 위한 데이터 파이프라인 개발수집처리분석 경험이 있으신 분 빅데이터 플랫폼Hadoop Hive Spark Druid 등 활용 경험이 있으신 분 데이터 애플리케이션 개발을 위한 소프트웨어 개발 역량Java Python 등을 갖추신 분 데이터 모델링에 대한 이해가 있고 SQL 작성에 익숙하신 분 데이터 엔지니어링 경력이 3년 이상이거나 이에 준하는 실력을 가지신 분
DS217,스마일게이트스토브,[데이터기술] 검색엔진 (Elasticsearch) 플랫폼 운영 엔지니어,스토브는 시공간의 제약을 넘어 서로 소통하고 공유할 수 있는 글로벌 소셜 플랫폼을 제공합니다 사람과 게임을 연결하는 게임 퍼블리싱 플랫폼과 사람과 사람을 연결하는 소셜 플랫폼 서비스를 통해 사용자들 간의 소통의 장을 제공하며 연결된 관계의 재창출을 통해 모든 사용자가 원하는 가치를 충족할 수 있도록 서비스를 제공합니다,검색엔진 Elasticsearch 클러스터 구축 및 운영 플랫폼서버 로그 수집 및 대용량 데이터 처리 기술 표준화 HotWarm 노드 설계 및 데이터 생명주기 관리,자격요건 검색엔진 Elasticsearch 클러스터 구축운영 경력 2년 이상 대용량 데이터 처리 및 분석 경험 데이터 기반 서비스 모니터링 서비스 구축 및 자동화 경험 필요역량 검색 서비스 아치텍쳐 설계 및 개발 경험 비정형 대용량 데이터 처리 및 개발 경험 형태소 분석기 및 검색 메커니즘 이해,NoSQL 빅데이터 플랫폼 관련 기술 보유 대용량 데이터 처리 시스템 구축 및 개발 경험 JAVA Go Python 중 1개 이상 프로그래밍 경험,https://www.wanted.co.kr/wd/123232,자격요건 검색엔진 Elasticsearch 클러스터 구축운영 경력 2년 이상 대용량 데이터 처리 및 분석 경험 데이터 기반 서비스 모니터링 서비스 구축 및 자동화 경험 필요역량 검색 서비스 아치텍쳐 설계 및 개발 경험 비정형 대용량 데이터 처리 및 개발 경험 형태소 분석기 및 검색 메커니즘 이해
DS218,스마일게이트스토브,[데이터기술] 실시간 데이터 처리 (Kafka) 플랫폼 운영 엔지니어,스토브는 시공간의 제약을 넘어 서로 소통하고 공유할 수 있는 글로벌 소셜 플랫폼을 제공합니다 사람과 게임을 연결하는 게임 퍼블리싱 플랫폼과 사람과 사람을 연결하는 소셜 플랫폼 서비스를 통해 사용자들 간의 소통의 장을 제공하며 연결된 관계의 재창출을 통해 모든 사용자가 원하는 가치를 충족할 수 있도록 서비스를 제공합니다,서비스 데이터 전송 카프카 플랫폼 구축 및 운영 플랫폼서버 로그 등 대용량 메시지 처리 플랫폼 기술 표준화 데이터 기반 서비스 모니터링 강화 및 데이터 시각화,자격요건 카프카 클러스터 대용량 메시징 플랫폼 구축운영 경력 2년 이상 Kafka Connect Streaming 관련 기술 구축 및 운영 경험 데이터 기반 서비스 모니터링 서비스 구축 및 자동화 경험필요역량 카프카 대용량 메시징 플랫폼 아키텍쳐 이해 카프카 대용량 메시징 플랫폼 기술 이해 및 관련 기술 컨슈머프로듀서 메시징 처리 메커니즘 이해,NoSQL 빅데이터 플랫폼 관련 기술 보유 대용량 데이터 처리 시스템 구축 및 개발 경험 JAVA Go Python 중 1개 이상 프로그래밍 경험,https://www.wanted.co.kr/wd/67158,자격요건 카프카 클러스터 대용량 메시징 플랫폼 구축운영 경력 2년 이상 Kafka Connect Streaming 관련 기술 구축 및 운영 경험 데이터 기반 서비스 모니터링 서비스 구축 및 자동화 경험필요역량 카프카 대용량 메시징 플랫폼 아키텍쳐 이해 카프카 대용량 메시징 플랫폼 기술 이해 및 관련 기술 컨슈머프로듀서 메시징 처리 메커니즘 이해
DS219,스마일게이트스토브,"[데이터기술] 빅데이터, 하둡(Hadoop) 플랫폼 운영 엔지니어",스토브는 시공간의 제약을 넘어 서로 소통하고 공유할 수 있는 글로벌 소셜 플랫폼을 제공합니다 사람과 게임을 연결하는 게임 퍼블리싱 플랫폼과 사람과 사람을 연결하는 소셜 플랫폼 서비스를 통해 사용자들 간의 소통의 장을 제공하며 연결된 관계의 재창출을 통해 모든 사용자가 원하는 가치를 충족할 수 있도록 서비스를 제공합니다,하둡 에코시스템 빅데이터 플랫폼 기술 운영 하둡 에코시스템 관련 컴포넌트 이슈 분석 및 해결 주요 컴포넌트 HDFS YARN HUE Hive HBase Spark,자격요건 하둡 Spark 등 빅데이터 플랫폼 구축운영 경력 2년 이상 대용량 데이터 처리 및 분석 경험 빅데이터 플랫폼 오픈소스 분석 및 구축 경험필요역량 하둡 클러스터 구축 및 운영 경험 대용량 데이터 처리 및 개발 경험,NoSQL 빅데이터 플랫폼 관련 기술 보유 대용량 데이터 처리 시스템 구축 및 개발 경험 JAVA Go Python 중 1개 이상 프로그래밍 경험,https://www.wanted.co.kr/wd/66166,자격요건 하둡 Spark 등 빅데이터 플랫폼 구축운영 경력 2년 이상 대용량 데이터 처리 및 분석 경험 빅데이터 플랫폼 오픈소스 분석 및 구축 경험필요역량 하둡 클러스터 구축 및 운영 경험 대용량 데이터 처리 및 개발 경험
DS220,팀블랙버드(CryptoQuant),데이터 백엔드 엔지니어 (Data Backend Engineer),크립토퀀트는 모든 Web3 프로덕트를 데이터 기반으로 분석할 수 있게 해주는 제품을 만들고 있어요 Web3 프로덕트 빌더들이 productmarket fit을 데이터 기반으로 찾을 수 있도록 또 크립토 투자자들이 데이터 기반으로 의사결정을 내릴 수 있도록 도와주는 것이 우리의 목표입니다 블록체인 데이터는 누구에게나 공개되어 있고 많은 정보를 담고 있습니다 하지만 누구나 블록체인을 이해하고 데이터를 분석해서 인사이트를 얻어내기에는 높은 기술적 진입장벽이 있습니다 우리는 누구나 nocode 기반으로 유의미한 데이터 인사이트를 얻을 수 있는 애널리틱스 툴을 기반으로 Web3 커뮤니티 내에서 유의미한 논의와 함께 지식을 재생산할 수 있는 장을 열어주고자 합니다 소속 팀합류하게 될 팀은 다음과 같습니다 DevOps Engineer는 데이터백엔드 엔지니어들과 함께 Tech팀에 소속되어 있습니다 Tech팀에서는 프로덕트에 필요한 데이터 및 인프라 프로젝트를 진행하고 있습니다 DevOps Engineer는 데이터 및 백엔드 인프라 리소스를 관리하고 운영하여 비용을 절감하고 개발 생산성에 기여합니다 DevOps Engineer는 Tech팀 내부 엔지니어들과 긴밀하게 협업하면서 생산성 및 개발 문화 개선에 기여합니다,합류하게 될 팀은 다음과 같습니다 데이터 백엔드 엔지니어는 PM Analyst 엔지니어들과 함께 Tech팀에 소속되어 있습니다 Tech팀에서는 프로덕트에 필요한 데이터 및 인프라 프로젝트를 진행하고 있습니다 데이터 백엔드 엔지니어는 구축된 데이터를 고객들에게 안정적으로 제공하기 위한 백엔드 인프라를 설계하고 구축합니다 데이터 백엔드 엔지니어는 Tech팀 내부 PM 및 데이터 엔지니어 및 프로덕트 팀과도 긴밀하게 협업합니다주로 하시게 될 업무입니다1 대용량의 데이터를 빠르고 안정적으로 전달하기 위한 인프라 구축 및 개발 개발해야 할 대상은 다음과 같습니다Restful API 개발 및 인프라 구축Alert 시스템 개발내부 MQ 개발외부 협력사에게 전달하는 안정적인 Data Uploading Pipeline 구축2 Backend의 안정적인 CICD 및 MonitoringFailover 시스템 구축해당 업무를 진행하면서 다음과 같은 성장을 기대할 수 있습니다1 18M Retail 투자자 및 150 기관급 투자자들이 사용하는 High Quality Data API을 구축하고 운영하는 경험 및 노하우를 축적할 수 있습니다2 Global leading web3 data scientist 및 analyst와 협업하며 크립토 및 web3 생태계에 대한 전반적인 이해도를 빠르게 높일 수 있습니다3 고객 중심의 사고를 바탕으로 프로젝트 오너십을 가지고 능동적으로 프로젝트를 수행할 수 있습니다,웹 프레임워크eg Flask Django를 능숙하게 다루시는 분 Cloud hosting serviceeg AWS를 능숙하게 다르시는 분 프로덕션 환경에서 웹 서버를 구축하고 운영해보신 분,크립토퀀트의 기업문화와 잘 맞는 분 대규모 알람 혹은 내부 MQ 인프라를 직접 구축해보신 분 Data Engineering 직무를 해본 경험이 있거나 그에 준하는 지식이 있으신 분 Data 기반의 Platform에서의 개발 경험이 있으신 분 블록체인 노드 운영 혹은 온체인 데이터에 대한 지식이 있으신 분 AWS 사용 경험이 3년 이상이신 분 RDB or NoSQL 데이터베이스와 관련된 경험이 3년 이상이신 분 PostgresSQL을 이용하여 Replication Failover 등 Database에 관해 깊이 운영해 보신 분 영어로 능숙하게 소통할 수 있는 분,https://www.wanted.co.kr/wd/128025,웹 프레임워크eg Flask Django를 능숙하게 다루시는 분 Cloud hosting serviceeg AWS를 능숙하게 다르시는 분 프로덕션 환경에서 웹 서버를 구축하고 운영해보신 분
DS221,테서,AI Engineer,테서Tesser Inc 는 데이터 기반 의료인 네트워크 서비스를 목표로 자체 플랫폼을 개발하고 있는 청년 스타트업입니다 다양한 헬스케어 데이터를 수집 분석하여 최적화된 모델을 연구 개발하고 있습니다저희와 함께 성장해나갈 팀원을 기다립니다더벨 테서 임상 케이스 데이터 플랫폼 발판 美中 공략 20200811,AI Engineer경력직 헬스케어 데이터 기반 아래는 현재 진행중인 프로텍트 요약입니다 각 분야별로 채용을 진행중이며 지원자가 원하는 포지션과 최대한 매칭하여 프로젝트를 진행합니다 데이터 AI 연구개발 경력 1년 이상 의료헬스케어 데이터 기반 예측모델 연구 의료 관련 텍스트 데이터 분석NLP 임상 케이스 데이터 기반 학습모델 개발추천시스템 영상 음성 3D 데이터 분석 보건의료 관련 빅데이터 분석 시각화,의료 보건 헬스케어 데이터 자체에 관심 많으신 분 Python 기반의 라이브러리를 활용한 Working하는 인공지능 모델의 개발 경험 머신러닝 딥러닝에 대한 개념적인 이해와 활용 능력 데이터 전처리 시각화 EDA에 대한 GPU 자원 활용 능력,이공계 석사 이상 학위 보유자 의료보건 통계 관련 기초 지식 보유 또는 관련 프로젝트 경험자 AI 논문 모델링 직접 구현 경험,https://www.wanted.co.kr/wd/44144,의료 보건 헬스케어 데이터 자체에 관심 많으신 분 Python 기반의 라이브러리를 활용한 Working하는 인공지능 모델의 개발 경험 머신러닝 딥러닝에 대한 개념적인 이해와 활용 능력 데이터 전처리 시각화 EDA에 대한 GPU 자원 활용 능력
DS222,콘스텔레이션코리아,암호화폐 데이터 분석가 Crypto Data Analyst,Konstellation is an organization whose vision is to allow for both new and seasoned investors to pursue a wide variety of investment opportunities in the DeFi and cryptocurrency market Konstellation is also the name of the blockchain mainnet developed by the organization It is often helpful to distinguish between Konstellation as an organization and Konstellation as a blockchain mainnet Konstellation ecosystem initiatives and related projects include Digital Asset Management VegaX Holdings a global digital asset management platform with over 100 million USD in current assets on platform DEX Taebit a decentralized FX powered omnicurrency exchange Carbon Credits Karbon Network a decentralized platform for the financing lifecycle of carbon credit projects,암호화폐 시장의 데이터 처리 가격 및 온체인 데이터 관련 인덱스 개발 암호화폐 투자리서치팀과 함께 협력하여 투자 기회를 식별하고 투자 상품을 개발 마켓 데이터 처리 정리 및 확인 수학적으로 결함없는 프로세스 데이터 및 팩터 인덱스를 구성하기 위한 통계 모델 및 알고리즘 개발 Process data and develop price and onchain data related indexes in crypto market Work collaboratively with investment and research team in identifying investment opportunities and building investment products Process cleanse and verify market data Develop statistical models and algorithms to construct mathematically flawless processes data and factor indexes,관련 학과 학사 또는 석사 학위 소지자 데이터 사이언스 분야에서 최소 1년 이상의 경력 보유 영어로 업무가 가능한 분 스마트 컨트랙트와 블록체인 아키텍처에 대한 이해도가 있는 분 대규모 데이터 세트 및 오류 검사 문제를 조사하고 해결하기 위한 알고리즘을 생성하고 사용할 수 있는 분 뛰어난 비판적 사고능력과 분석력을 지니신 분 Bachelor andor Masters degree of related majors Minimum 1 year work experience in data science field Fluent and able to work in English Understanding of smart contracts and blockchain architecture Proficiency in creating and using algorithms to investigate and work through large data sets and errorchecking problems Strong critical thinking and analytical capabilities,오피스 근무 가능자서울 종로 암호화폐 디파이 NFT 웹 30 데이터를 분석해본 경험이 있는 분 암호화폐에 특화된 데이터 분석 경험노드 쿼리 블록 탐색기 인덱서 공개 암호화폐 데이터 분석 및 시각화 도구 활용 통계적 또는 데이터 분석적 방법을 사용하여 시장 및 팩터 인덱스를 구성할 수 있는 분 데이터 과학자 퀀트 연구원 퀀트 개발자 또는 크라이프로 인덱스 전문가 경험 자발적이면서도 독립적으로 일하면서 높은 수준의 자율성 하에서도 지속적으로 좋은 결과물을 낼 수 있는 분 Work on site Jongno Seoul Experience of analyzing crypto DeFi NFTs Web 30 data previously Experience of doing cryptospecific data analysis querying nodes and utilizing block explorers indexers and public crypto data analysis and visualization tools Selfstarter and able to operate independently with a high degree of autonomy while maintaining a focus on delivery and excellence at work,https://www.wanted.co.kr/wd/106827,관련 학과 학사 또는 석사 학위 소지자 데이터 사이언스 분야에서 최소 1년 이상의 경력 보유 영어로 업무가 가능한 분 스마트 컨트랙트와 블록체인 아키텍처에 대한 이해도가 있는 분 대규모 데이터 세트 및 오류 검사 문제를 조사하고 해결하기 위한 알고리즘을 생성하고 사용할 수 있는 분 뛰어난 비판적 사고능력과 분석력을 지니신 분 Bachelor andor Masters degree of related majors Minimum 1 year work experience in data science field Fluent and able to work in English Understanding of smart contracts and blockchain architecture Proficiency in creating and using algorithms to investigate and work through large data sets and errorchecking problems Strong critical thinking and analytical capabilities
